Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      6.09     0.00    10000     0.00     0.00  ionts_setup_ (kurbuc.f:3)
  0.00      6.09     0.00    10000     0.00     0.00  sors_ (sors.f:3)
  0.00      6.09     0.00     9684     0.00     0.00  paulil_ (inclp.f:10841)
  0.00      6.09     0.00     9059     0.00     0.00  xstgam_ (ggm04.f:1076)
  0.00      6.09     0.00     8145     0.00     0.00  barr_ (inclp.f:10636)
  0.00      6.09     0.00     8053     0.00     0.00  fffc_func_ (inclp.f:16573)
  0.00      6.09     0.00     8043     0.00     0.00  getfltp_ (getflt.f:1735)
  0.00      6.09     0.00     7997     0.00     0.00  knots_ (atima01.f:6056)
  0.00      6.09     0.00     7992     0.00     0.00  spjpn_ (a-wtext.f:241)
  0.00      6.09     0.00     7113     0.00     0.00  nxtsym_ (ggm03.f:162)
  0.00      6.09     0.00     7090     0.00     0.00  numec_ (a-wtext.f:3044)
  0.00      6.09     0.00     6697     0.00     0.00  gemout_ (gem.f:430)
  0.00      6.09     0.00     6077     0.00     0.00  icascl_ (inclp.f:1)
  0.00      6.09     0.00     6077     0.00     0.00  inclin_ (inclin.f:3)
  0.00      6.09     0.00     6077     0.00     0.00  ncasc_ (ncasc.f:3)
  0.00      6.09     0.00     5454     0.00     0.00  collis_ (inclp.f:9393)
  0.00      6.09     0.00     5189     0.00     0.00  __levdenmod_MOD_inuc1 (levdenmod.f:867)
  0.00      6.09     0.00     5189     0.00     0.00  __levdenmod_MOD_rho_levden (levdenmod.f:633)
  0.00      6.09     0.00     5003     0.00     0.00  sctgam_ (ggm06.f:3)
  0.00      6.09     0.00     4916     0.00     0.00  ey2_ (gem.f:1945)
  0.00      6.09     0.00     4916     0.00     0.00  ey3_ (gem.f:1966)
  0.00      6.09     0.00     4705     0.00     0.00  klnishi_ (ggm03.f:3)
  0.00      6.09     0.00     4526     0.00     0.00  nevap_ (nevap.f:3)
  0.00      6.09     0.00     4249     0.00     0.00  gemexec_ (gem.f:66)
  0.00      6.09     0.00     4067     0.00     0.00  deqn4_ (a-utl00.f:770)
  0.00      6.09     0.00     2784     0.00     0.00  func02_ (a-func.f:860)
  0.00      6.09     0.00     2761     0.00     0.00  pnum_ (a-utl00.f:328)
  0.00      6.09     0.00     2723     0.00     0.00  integ_ (inclp.f:1004)
  0.00      6.09     0.00     2640     0.00     0.00  gomsort_ (ggs03.f:863)
  0.00      6.09     0.00     2574     0.00     0.00  func05_ (a-func.f:1882)
  0.00      6.09     0.00     2563     0.00     0.00  func01_ (a-func.f:3)
  0.00      6.09     0.00     2563     0.00     0.00  func03_ (a-func.f:1215)
  0.00      6.09     0.00     2563     0.00     0.00  func10_ (a-func.f:3071)
  0.00      6.09     0.00     2563     0.00     0.00  func12_ (a-func.f:3254)
  0.00      6.09     0.00     2395     0.00     0.00  jamrobo_ (jamsoft.f:2751)
  0.00      6.09     0.00     2349     0.00     0.00  nelst_ (nelst.f:3)
  0.00      6.09     0.00     2349     0.00     0.00  seldsd_ (getflt.f:3343)
  0.00      6.09     0.00     2059     0.00     0.00  snum_ (utl03.f:731)
  0.00      6.09     0.00     2049     0.00     0.00  dxde_ (range.f:1344)
  0.00      6.09     0.00     1932     0.00     0.00  jamchge_ (jam.f:3623)
  0.00      6.09     0.00     1924     0.00     0.00  attflv_ (jamsoft.f:3483)
  0.00      6.09     0.00     1924     0.00     0.00  ifrkfc_ (jamsoft.f:3689)
  0.00      6.09     0.00     1924     0.00     0.00  pyr_ (pyjet.f:10161)
  0.00      6.09     0.00     1916     0.00     0.00  jamsave_ (jamcoll.f:2550)
  0.00      6.09     0.00     1906     0.00     0.00  psuf5_ (a-wtext.f:2840)
  0.00      6.09     0.00     1900     0.00     0.00  psuf4_ (a-wtext.f:2683)
  0.00      6.09     0.00     1898     0.00     0.00  psuf1_ (a-wtext.f:2311)
  0.00      6.09     0.00     1892     0.00     0.00  psuf2_ (a-wtext.f:2451)
  0.00      6.09     0.00     1892     0.00     0.00  psuf3_ (a-wtext.f:2559)
  0.00      6.09     0.00     1892     0.00     0.00  psuf6_ (a-wtext.f:2938)
  0.00      6.09     0.00     1722     0.00     0.00  spincomb_ (gamlib.f:1707)
  0.00      6.09     0.00     1711     0.00     0.00  dist_coul_out_ (inclp.f:12758)
  0.00      6.09     0.00     1670     0.00     0.00  acefcn_ (ggm04.f:987)
  0.00      6.09     0.00     1548     0.00     0.00  brac_fp_ (inclp.f:16696)
  0.00      6.09     0.00     1548     0.00     0.00  solv_fp_ (inclp.f:16605)
  0.00      6.09     0.00     1445     0.00     0.00  jamanat_ (jamana.f:140)
  0.00      6.09     0.00     1405     0.00     0.00  dexgam_ (gamlib.f:3)
  0.00      6.09     0.00     1404     0.00     0.00  gamcal2_ (gamlib.f:124)
  0.00      6.09     0.00     1384     0.00     0.00  chars1_ (a-wtext.f:3875)
  0.00      6.09     0.00     1378     0.00     0.00  chars2_ (a-wtext.f:4127)
  0.00      6.09     0.00     1346     0.00     0.00  chars3_ (a-wtext.f:4332)
  0.00      6.09     0.00     1346     0.00     0.00  premc_ (a-wtext.f:709)
  0.00      6.09     0.00     1346     0.00     0.00  prepc_ (a-wtext.f:1354)
  0.00      6.09     0.00     1346     0.00     0.00  preqc_ (a-wtext.f:1074)
  0.00      6.09     0.00     1316     0.00     0.00  nsf_ (ggs01.f:1923)
  0.00      6.09     0.00     1294     0.00     0.00  chars4_ (a-wtext.f:4514)
  0.00      6.09     0.00     1294     0.00     0.00  chars5_ (a-wtext.f:4680)
  0.00      6.09     0.00     1294     0.00     0.00  chars6_ (a-wtext.f:5078)
  0.00      6.09     0.00     1254     0.00     0.00  chars7_ (a-wtext.f:6973)
  0.00      6.09     0.00     1096     0.00     0.00  zaid_ (ggm03.f:73)
  0.00      6.09     0.00      966     0.00     0.00  pyname_ (pyjet.f:6949)
  0.00      6.09     0.00      962     0.00     0.00  jamcfind_ (jamcoll.f:856)
  0.00      6.09     0.00      962     0.00     0.00  jamcmom_ (jamcoll.f:4049)
  0.00      6.09     0.00      958     0.00     0.00  jamdtim_ (jamdec.f:1133)
  0.00      6.09     0.00      958     0.00     0.00  jamkupda_ (jamcoll.f:2323)
  0.00      6.09     0.00      958     0.00     0.00  jamtrspt_ (jamcoll.f:987)
  0.00      6.09     0.00      958     0.00     0.00  jamtupda_ (jamcoll.f:1039)
  0.00      6.09     0.00      958     0.00     0.00  jamvupda_ (jamcoll.f:2459)
  0.00      6.09     0.00      958     0.00     0.00  pyangl_ (pyjet.f:7148)
  0.00      6.09     0.00      894     0.00     0.00  bspfix_ (atima01.f:999)
  0.00      6.09     0.00      763     0.00     0.00  chcomp_ (utl03.f:1113)
  0.00      6.09     0.00      681     0.00     0.00  chlngt_ (utl03.f:1324)
  0.00      6.09     0.00      646     0.00     0.00  chcaps_ (utl03.f:1155)
  0.00      6.09     0.00      645     0.00     0.00  zspcreplace_ (errcheck.f:180)
  0.00      6.09     0.00      640     0.00     0.00  readl_ (utl03.f:3)
  0.00      6.09     0.00      638     0.00     0.00  newmsh_ (atima01.f:6385)
  0.00      6.09     0.00      633     0.00     0.00  appdif_ (atima01.f:79)
  0.00      6.09     0.00      633     0.00     0.00  dgf_ (atima01.f:3606)
  0.00      6.09     0.00      633     0.00     0.00  errchk_ (atima01.f:4505)
  0.00      6.09     0.00      633     0.00     0.00  fcblok_ (atima01.f:4893)
  0.00      6.09     0.00      633     0.00     0.00  gf_ (atima01.f:5001)
  0.00      6.09     0.00      633     0.00     0.00  lsyslv_ (atima01.f:6100)
  0.00      6.09     0.00      633     0.00     0.00  sbblok_ (atima01.f:7108)
  0.00      6.09     0.00      617     0.00     0.00  xstcas_ (ggm05.f:2704)
  0.00      6.09     0.00      585     0.00     0.00  deqn5_ (a-utl00.f:789)
  0.00      6.09     0.00      539     0.00     0.00  xsrtbl_ (ggm05.f:3323)
  0.00      6.09     0.00      536     0.00     0.00  write00_ (a-wtext.f:8294)
  0.00      6.09     0.00      517     0.00     0.00  kdata_ (ggm03.f:348)
  0.00      6.09     0.00      497     0.00     0.00  firdec_ (gamlib.f:1501)
  0.00      6.09     0.00      497     0.00     0.00  totj_init_ (gamlib.f:1596)
  0.00      6.09     0.00      483     0.00     0.00  chname_ (utl01.f:207)
  0.00      6.09     0.00      483     0.00     0.00  jamboost_ (jam.f:2610)
  0.00      6.09     0.00      483     0.00     0.00  jamclist_ (jamcoll.f:808)
  0.00      6.09     0.00      483     0.00     0.00  jamcoll_ (jamcoll.f:53)
  0.00      6.09     0.00      483     0.00     0.00  jamevt_ (jam.f:82)
  0.00      6.09     0.00      483     0.00     0.00  jamfdec_ (jamdec.f:1324)
  0.00      6.09     0.00      483     0.00     0.00  jamgrund_ (jam.f:2676)
  0.00      6.09     0.00      483     0.00     0.00  jamhijin_ (jam.f:3203)
  0.00      6.09     0.00      483     0.00     0.00  jamhit_ (jamcoll.f:404)
  0.00      6.09     0.00      483     0.00     0.00  jamin_ (jamin.f:3)
  0.00      6.09     0.00      483     0.00     0.00  jaminbm_ (jam.f:1283)
  0.00      6.09     0.00      483     0.00     0.00  jaminie_ (jam.f:427)
  0.00      6.09     0.00      483     0.00     0.00  jaminit_ (jam.f:319)
  0.00      6.09     0.00      483     0.00     0.00  jamjeti_ (jam.f:3043)
  0.00      6.09     0.00      483     0.00     0.00  jamjin_ (jamin.f:495)
  0.00      6.09     0.00      483     0.00     0.00  jamread_ (jam.f:680)
  0.00      6.09     0.00      479     0.00     0.00  jamanacl_ (jamana.f:1305)
  0.00      6.09     0.00      479     0.00     0.00  jamangel_ (jamcoll.f:2637)
  0.00      6.09     0.00      479     0.00     0.00  jamchanl_ (jamcoll.f:1604)
  0.00      6.09     0.00      479     0.00     0.00  jamcupda_ (jamcoll.f:906)
  0.00      6.09     0.00      479     0.00     0.00  jamscat2_ (jamcoll.f:1897)
  0.00      6.09     0.00      479     0.00     0.00  jamscatt_ (jamcoll.f:1109)
  0.00      6.09     0.00      412     0.00     0.00  k2a_ (inclp.f:17359)
  0.00      6.09     0.00      412     0.00     0.00  k2z_ (inclp.f:17386)
  0.00      6.09     0.00      405     0.00     0.00  jnumc_ (utl03.f:1290)
  0.00      6.09     0.00      404     0.00     0.00  gauss1_ (jamhij.f:1616)
  0.00      6.09     0.00      382     0.00     0.00  onum_ (utl03.f:928)
  0.00      6.09     0.00      362     0.00     0.00  jamslope_ (jamcoll.f:2728)
  0.00      6.09     0.00      355     0.00     0.00  deqn1_ (a-utl00.f:711)
  0.00      6.09     0.00      294     0.00     0.00  strwhb_ (a-main1.f:14473)
  0.00      6.09     0.00      280     0.00     0.00  gxval_ (talls05.f:17879)
  0.00      6.09     0.00      280     0.00     0.00  ppline_ (talls05.f:22282)
  0.00      6.09     0.00      276     0.00     0.00  inumc_ (utl03.f:1263)
  0.00      6.09     0.00      206     0.00     0.00  az2k_ (inclp.f:17332)
  0.00      6.09     0.00      206     0.00     0.00  clust_dens_new_ (inclp.f:15698)
  0.00      6.09     0.00      206     0.00     0.00  unstclst_ (inclp.f:16762)
  0.00      6.09     0.00      177     0.00     0.00  flugam_ (ggm06.f:2776)
  0.00      6.09     0.00      176     0.00     0.00  namchg_ (ggs00.f:3442)
  0.00      6.09     0.00      172     0.00     0.00  wstrg_ (a-wtext.f:9830)
  0.00      6.09     0.00      117     0.00     0.00  hydrog_ (scinucl.f:7372)
  0.00      6.09     0.00      116     0.00     0.00  idd2_ (a-utl00.f:528)
  0.00      6.09     0.00      108     0.00     0.00  jamsetpa_ (jam.f:3773)
  0.00      6.09     0.00       94     0.00     0.00  echmty_ (tallsm3.f:14612)
  0.00      6.09     0.00       88     0.00     0.00  prtex0_ (a-wtext.f:336)
  0.00      6.09     0.00       88     0.00     0.00  wtext_ (a-wtext.f:3070)
  0.00      6.09     0.00       82     0.00     0.00  jpncode_ (a-wtext.f:3)
  0.00      6.09     0.00       82     0.00     0.00  jpnprep_ (a-wtext.f:62)
  0.00      6.09     0.00       62     0.00     0.00  kfcname_ (utl01.f:345)
  0.00      6.09     0.00       60     0.00     0.00  close_file_ (bitmap_util.f:200)
  0.00      6.09     0.00       56     0.00     0.00  para_ (a-main1.f:38)
  0.00      6.09     0.00       51     0.00     0.00  leng_ (ggm03.f:136)
  0.00      6.09     0.00       50     0.00     0.00  erf2_ (ggm03.f:597)
  0.00      6.09     0.00       48     0.00     0.00  __ngsdatamod_MOD_weitn (ngsdatamod.f:10214)
  0.00      6.09     0.00       41     0.00     0.00  echprt_ (tallsm3.f:14348)
  0.00      6.09     0.00       40     0.00     0.00  prestart_ (restart.f:3)
  0.00      6.09     0.00       38     0.00     0.00  splineab_ (inclp.f:1363)
  0.00      6.09     0.00       38     0.00     0.00  splinecd_ (inclp.f:1418)
  0.00      6.09     0.00       36     0.00     0.00  __levdat_MOD_levread (gammod.f:364)
  0.00      6.09     0.00       36     0.00     0.00  alphb_ (a-wtext.f:3004)
  0.00      6.09     0.00       34     0.00     0.00  isos_ (ggm05.f:4809)
  0.00      6.09     0.00       32     0.00     0.02  cntdrw_ (a-main1.f:12540)
  0.00      6.09     0.00       32     0.00     0.00  xyrmax_ (a-main1.f:10795)
  0.00      6.09     0.00       32     0.00     0.00  xytic_ (a-main1.f:10912)
  0.00      6.09     0.00       31     0.00     0.00  trckech_ (tallsm3.f:4665)
  0.00      6.09     0.00       29     0.00     0.01  colsys_ (atima01.f:1432)
  0.00      6.09     0.00       29     0.00     0.00  consts_ (atima01.f:2161)
  0.00      6.09     0.00       29     0.00     0.01  contrl_ (atima01.f:2312)
  0.00      6.09     0.00       29     0.00     0.01  integr_ (atima01.f:5836)
  0.00      6.09     0.00       28     0.00     0.00  atitle_ (a-main1.f:10660)
  0.00      6.09     0.00       28     0.00     0.00  wcmm_ (a-main1.f:4524)
  0.00      6.09     0.00       22     0.00     0.00  echrg2_ (tallsm3.f:15322)
  0.00      6.09     0.00       22     0.00     0.00  tregvl_ (tallsm1.f:4608)
  0.00      6.09     0.00       20     0.00     0.05  a_angel_ (a-angel.f:3)
  0.00      6.09     0.00       20     0.00     0.00  echrg_ (tallsm3.f:15107)
  0.00      6.09     0.00       20     0.00     0.00  sufchk_ (ggs01.f:3939)
  0.00      6.09     0.00       20     0.00     0.00  wtpname_ (tallsm3.f:14231)
  0.00      6.09     0.00       18     0.00     0.00  dnen1_ (a-utl00.f:612)
  0.00      6.09     0.00       16     0.00     0.00  ftdfn_ (a-main1.f:19060)
  0.00      6.09     0.00       16     0.00     0.00  inqire_ (ggm03.f:109)
  0.00      6.09     0.00       16     0.00     0.00  wftat_ (a-main1.f:20539)
  0.00      6.09     0.00       15     0.00     0.00  date_a_time_ (mdp-uni90.f:82)
  0.00      6.09     0.00       15     0.00     0.00  dens_deut_ (inclp.f:1173)
  0.00      6.09     0.00       15     0.00     0.00  flin2_ (inclp.f:1048)
  0.00      6.09     0.00       15     0.00     0.00  flin2r_ (inclp.f:1111)
  0.00      6.09     0.00       15     0.00     0.00  getfltn_ (getflt.f:2040)
  0.00      6.09     0.00       15     0.00     0.00  init_incl_ (inclp.f:434)
  0.00      6.09     0.00       15     0.00     0.00  init_mat_ (inclp.f:713)
  0.00      6.09     0.00       15     0.00     0.00  spl2ab_ (inclp.f:1340)
  0.00      6.09     0.00       15     0.00     0.00  spl3cd_ (inclp.f:1396)
  0.00      6.09     0.00       14     0.00     0.00  tregion3_ (tallsm1.f:6212)
  0.00      6.09     0.00       13     0.00     0.00  cput_a_ (mdp-uni90.f:38)
  0.00      6.09     0.00       12     0.00     0.00  echrg3_ (tallsm3.f:15602)
  0.00      6.09     0.00       12     0.00     0.00  zmult_ (a-main1.f:8541)
  0.00      6.09     0.00       11     0.00     0.00  kfft_ (utl02.f:216)
  0.00      6.09     0.00       11     0.00     0.00  timex_ (utl01.f:86)
  0.00      6.09     0.00       10     0.00     0.00  __tdchainmod_MOD_check_itdc2reg (tallsm4.f:15024)
  0.00      6.09     0.00       10     0.00     0.00  eventanalyz_ (talls08.f:3)
  0.00      6.09     0.00       10     0.00     0.00  fastdw_ (ggm03.f:549)
  0.00      6.09     0.00       10     0.00     0.00  mk_2derrfn_ (resutl.f:356)
  0.00      6.09     0.00       10     0.00     0.01  pyildreg_ (talls03.f:835)
  0.00      6.09     0.00       10     0.00     0.00  setcv_ (a-func.f:3474)
  0.00      6.09     0.00       10     0.00     0.00  tyilech_ (tallsm3.f:7867)
  0.00      6.09     0.00        8     0.00     0.00  commt0_ (a-main1.f:22688)
  0.00      6.09     0.00        8     0.00     0.00  htwo_ (a-main1.f:2088)
  0.00      6.09     0.00        8     0.00     0.00  prehtwo_ (a-main1.f:1898)
  0.00      6.09     0.00        7     0.00     0.00  dchain_outtime_check_ (errcheck.f:52)
  0.00      6.09     0.00        7     0.00     0.00  tapefl_ (ggm02.f:6688)
  0.00      6.09     0.00        7     0.00     0.00  wrbox_ (a-main1.f:18544)
  0.00      6.09     0.00        6     0.00     0.00  __tdchainmod_MOD_getndc (tallsm4.f:12571)
  0.00      6.09     0.00        5     0.00     0.00  fastdr_ (ggm03.f:520)
  0.00      6.09     0.00        5     0.00     0.00  redxst_ (ggm02.f:2710)
  0.00      6.09     0.00        4     0.00     0.00  __talmod_MOD_calc_talsize (talmod.f:32)
  0.00      6.09     0.00        4     0.00     0.00  __tdchainmod_MOD_gettev (tallsm4.f:7025)
  0.00      6.09     0.00        4     0.00     0.17  contjol_ (a-main1.f:11381)
  0.00      6.09     0.00        4     0.00     0.00  dcom2_ (a-utl00.f:808)
  0.00      6.09     0.00        4     0.00     0.00  istpsearch_ (inclp.f:16463)
  0.00      6.09     0.00        4     0.00     0.00  rdpname_ (tallsm1.f:3695)
  0.00      6.09     0.00        4     0.00     0.00  wcmt_ (a-main1.f:3773)
  0.00      6.09     0.00        4     0.00     0.00  wfrmg_ (a-main1.f:20298)
  0.00      6.09     0.00        3     0.00     0.00  __partmod_MOD_allocate_part_temp (partmod.f:29)
  0.00      6.09     0.00        3     0.00     0.00  dcols_ (a-utl00.f:924)
  0.00      6.09     0.00        3     0.00     0.00  expung_ (ggm02.f:2945)
  0.00      6.09     0.00        3     0.00     0.00  kine_adjust_ (inclp.f:16031)
  0.00      6.09     0.00        3     0.00     0.00  readm_ (utl03.f:384)
  0.00      6.09     0.00        3     0.00     0.00  summary_param_resfile_ (tallsm2.f:41028)
  0.00      6.09     0.00        3     0.00     0.00  tmpneu_ (ggm02.f:6612)
  0.00      6.09     0.00        2     0.00     0.00  __lafdatamod_MOD_init_laf (lafdatamod.f:9)
  0.00      6.09     0.00        2     0.00     0.00  __tdchainmod_MOD_echrgdc (tallsm4.f:8524)
  0.00      6.09     0.00        2     0.00     0.00  __tdchainmod_MOD_tdchech (tallsm4.f:7240)
  0.00      6.09     0.00        2     0.00     0.47  a_main0_ (a-main0.f:3)
  0.00      6.09     0.00        2     0.00     0.00  celsuf_ (ggs01.f:4601)
  0.00      6.09     0.00        2     0.00     0.00  chkcdf_ (ggs00.f:2694)
  0.00      6.09     0.00        2     0.00     0.00  closef_ (a-utl00.f:53)
  0.00      6.09     0.00        2     0.00     0.00  dt_ (inclp.f:16567)
  0.00      6.09     0.00        2     0.00     0.00  hifun_ (jamhij.f:1177)
  0.00      6.09     0.00        2     0.00     0.00  inpdat_ (a-main1.f:25493)
  0.00      6.09     0.00        2     0.00     0.00  mbody2_ (ggs01.f:3292)
  0.00      6.09     0.00        2     0.00     0.00  readnc_ (read02.f:22467)
  0.00      6.09     0.00        2     0.00     0.00  sect_a_ (mdp-uni90.f:3)
  0.00      6.09     0.00        2     0.00     0.00  setcvp_ (utl03.f:694)
  0.00      6.09     0.00        2     0.00     0.00  tregion2_ (tallsm1.f:5547)
  0.00      6.09     0.00        2     0.00     0.00  tregion4_ (tallsm1.f:6642)
  0.00      6.09     0.00        2     0.00     0.01  ttrack_ (tallsm2.f:14330)
  0.00      6.09     0.00        2     0.00     0.00  writehd_ (a-main1.f:13155)
  0.00      6.09     0.00        2     0.00     0.00  zfoi_ (range.f:1367)
  0.00      6.09     0.00        1     0.00     6.08  MAIN__ (main.f:2)
  0.00      6.09     0.00        1     0.00     0.00  __dedx_file_MOD_dedx_file_allocate (dedx_file.f:34)
  0.00      6.09     0.00        1     0.00     0.00  __dedx_file_MOD_dedx_file_deallocate (dedx_file.f:53)
  0.00      6.09     0.00        1     0.00     0.00  __eledatamod_MOD_allocate_frac_ichem (elemdatamod.f:446)
  0.00      6.09     0.00        1     0.00     0.00  __eventtalmod_MOD_allocate_eventtal (eventtalmod.f:32)
  0.00      6.09     0.00        1     0.00     0.00  __eventtalmod_MOD_allocate_eventtal_itr (eventtalmod.f:565)
  0.00      6.09     0.00        1     0.00     0.00  __eventtalmod_MOD_deallocate_eventtal (eventtalmod.f:860)
  0.00      6.09     0.00        1     0.00     0.00  __eventtalmod_MOD_deallocate_eventtal_itr (eventtalmod.f:867)
  0.00      6.09     0.00        1     0.00     0.00  __ggbankmod_MOD_allocate_ggbank (ggbankmod.f:11)
  0.00      6.09     0.00        1     0.00     0.00  __ggbankmod_MOD_deallocate_ggbank (ggbankmod.f:18)
  0.00      6.09     0.00        1     0.00     0.00  __ggmarraymod_MOD_allocate_ggmarray (ggmarraymod.f:52)
  0.00      6.09     0.00        1     0.00     0.00  __ggmarraymod_MOD_allocate_ixs (ggmarraymod.f:110)
  0.00      6.09     0.00        1     0.00     0.00  __ggmbankmod_MOD_allocate_ggmbank (ggmbankmod.f:17)
  0.00      6.09     0.00        1     0.00     0.00  __ggmbankmod_MOD_deallocate_ggmbank (ggmbankmod.f:24)
  0.00      6.09     0.00        1     0.00     0.00  __ggmbankmod_MOD_init_ggmbank (ggmbankmod.f:30)
  0.00      6.09     0.00        1     0.00     0.00  __lafdatamod_MOD_deallocate_laf (lafdatamod.f:36)
  0.00      6.09     0.00        1     0.00     0.00  __levdat_MOD_allocripl (gammod.f:166)
  0.00      6.09     0.00        1     0.00     0.00  __levdenmod_MOD_sstbl (levdenmod.f:831)
  0.00      6.09     0.00        1     0.00     0.00  __membankmod_MOD_allocate_membank (membankmod.f:65)
  0.00      6.09     0.00        1     0.00     0.00  __membankmod_MOD_deallocate_membank (membankmod.f:133)
  0.00      6.09     0.00        1     0.00     0.00  __mmbankmod_MOD_allocate_mmbank (mmbankmod.f:68)
  0.00      6.09     0.00        1     0.00     0.00  __mmbankmod_MOD_deallocate_mmbank (mmbankmod.f:126)
  0.00      6.09     0.00        1     0.00     0.00  __mod_counter_MOD_allocate_evts (mod_counter.f:32)
  0.00      6.09     0.00        1     0.00     0.00  __mod_counter_MOD_deallocate_evts (mod_counter.f:50)
  0.00      6.09     0.00        1     0.00     0.00  __mod_counter_MOD_init_evts (mod_counter.f:62)
  0.00      6.09     0.00        1     0.00     0.00  __ngsdatamod_MOD_fstbl (ngsdatamod.f:10118)
  0.00      6.09     0.00        1     0.00     0.00  __ngsdatamod_MOD_gstbl (ngsdatamod.f:10057)
  0.00      6.09     0.00        1     0.00     0.00  __partmod_MOD_allocate_part (partmod.f:89)
  0.00      6.09     0.00        1     0.00     0.00  __partmod_MOD_deallocate_part (partmod.f:145)
  0.00      6.09     0.00        1     0.00     0.00  __partmod_MOD_set_angellines (partmod.f:162)
  0.00      6.09     0.00        1     0.00     0.00  __qmd_cood2_mod_MOD_cooddealloc (qmd_cood2_mod.f:334)
  0.00      6.09     0.00        1     0.00     0.00  __restalmod_MOD_allocate_restal (restalmod.f:21)
  0.00      6.09     0.00        1     0.00     0.00  __restalmod_MOD_deallocate_restal (restalmod.f:409)
  0.00      6.09     0.00        1     0.00     0.00  __sangelmod_MOD_allocate_sangel (sangelmod.f:21)
  0.00      6.09     0.00        1     0.00     0.00  __sangelmod_MOD_deallocate_sangel (sangelmod.f:48)
  0.00      6.09     0.00        1     0.00     0.00  __talmod_MOD_allocate_tal (talmod.f:427)
  0.00      6.09     0.00        1     0.00     0.00  __talmod_MOD_deallocate_tal (talmod.f:472)
  0.00      6.09     0.00        1     0.00     0.00  __talmod_MOD_init_talmod (talmod.f:18)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_allocate_talldc1 (tallsm4.f:76)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_allocate_talldc2 (tallsm4.f:83)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_allocate_talldc3 (tallsm4.f:92)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_allocate_talldc4 (tallsm4.f:100)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_deallocate_talldc1 (tallsm4.f:110)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_deallocate_talldc2 (tallsm4.f:116)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_deallocate_talldc3 (tallsm4.f:124)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_deallocate_talldc4 (tallsm4.f:130)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_pdchreg2 (tallsm4.f:12028)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_talldcfin (tallsm4.f:65)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_talldcinit (tallsm4.f:51)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_tdchain (tallsm4.f:253)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_tdctoinp (tallsm4.f:8938)
  0.00      6.09     0.00        1     0.00     0.00  __tdchainmod_MOD_tregdc (tallsm4.f:6475)
  0.00      6.09     0.00        1     0.00     0.00  caltot_ (risource.f:6093)
  0.00      6.09     0.00        1     0.00     0.00  char_int_ (dedx_file.f:615)
  0.00      6.09     0.00        1     0.00     0.00  cine2corps_ (inclp.f:16511)
  0.00      6.09     0.00        1     0.00     0.00  copyin_egs5_ (egs5init2.f:29)
  0.00      6.09     0.00        1     0.00     0.00  datamaxsummary_ (ggm08.f:1733)
  0.00      6.09     0.00        1     0.00     0.00  echoi_ (read00.f:17079)
  0.00      6.09     0.00        1     0.00     0.00  echsrst_ (read00.f:28121)
  0.00      6.09     0.00        1     0.00     0.00  gamcal_ (gamlib.f:576)
  0.00      6.09     0.00        1     0.00     0.00  gcell_ (read03.f:3)
  0.00      6.09     0.00        1     0.00     0.00  gemset_ (gem.f:3)
  0.00      6.09     0.00        1     0.00     0.00  geta_ (gamlib.f:982)
  0.00      6.09     0.00        1     0.00     0.00  getxst_ (ggm02.f:1923)
  0.00      6.09     0.00        1     0.00     0.00  gsurf_ (read03.f:2025)
  0.00      6.09     0.00        1     0.00     0.00  igamma1set_ (gamma1.f:43)
  0.00      6.09     0.00        1     0.00     0.00  init_anatal_ (anatally.f:3)
  0.00      6.09     0.00        1     0.00     0.00  init_sors_ (sors.f:3911)
  0.00      6.09     0.00        1     0.00     0.00  init_sumtal_ (sumtally.f:3)
  0.00      6.09     0.00        1     0.00     0.00  jxsdir_ (ggm02.f:889)
  0.00      6.09     0.00        1     0.00     0.00  lev_ (gamlib.f:1018)
  0.00      6.09     0.00        1     0.00     0.00  masatm_ (ggm02.f:1483)
  0.00      6.09     0.00        1     0.00     0.00  mater_ (read02.f:21502)
  0.00      6.09     0.00        1     0.00     0.00  matnc_ (read02.f:4661)
  0.00      6.09     0.00        1     0.00     0.00  parabcsti_ (mpi-non.f:72)
  0.00      6.09     0.00        1     0.00     0.00  parafin_ (mpi-non.f:31)
  0.00      6.09     0.00        1     0.00     0.00  paraint_ (mpi-non.f:8)
  0.00      6.09     0.00        1     0.00     0.00  param_ (read02.f:22689)
  0.00      6.09     0.00        1     0.00     0.00  pgs_ (gamlib.f:1150)
