drand custom
0.286875 0.84375
0.792935 0.0976562
0.809964 0.570312
0.246204 0.511719
0.599449 0.171875
0.312684 0.800781
0.284956 0.648438
0.670028 0.964844
0.732978 0
0.109534 0.00390625
0.224698 0.226562
0.465668 0.917969
0.576328 0.328125
0.385531 0.707031
0.419879 0.304688
0.398584 0.371094
0.110001 0.15625
0.260684 0.910156
0.18908 0.882812
0.688536 0.324219
0.338913 0.484375
0.280371 0.613281
0.204808 0.960938
0.490499 0.777344
0.0181936 0.3125
0.447428 0.816406
0.821184 0.539062
0.86232 0.730469
0.11234 0.640625
0.411638 0.519531
0.374541 0.617188
0.918551 0.183594
0.41169 0.46875
0.266405 0.722656
0.845837 0.195312
0.351263 0.136719
0.232457 0.796875
0.342323 0.425781
0.802327 0.273438
0.412033 0.589844
0.679664 0.625
0.462862 0.628906
0.559163 0.851562
0.627552 0.542969
0.854114 0.953125
0.304226 0.332031
0.793909 0.929688
0.875739 0.996094
0.448506 0.78125
0.948665 0.535156
0.323467 0.507812
0.218946 0.949219
0.98304 0.109375
0.060086 0.238281
0.719154 0.585938
0.893308 0.402344
0.0721 0.9375
0.668001 0.441406
0.838069 0.164062
0.734008 0.355469
0.451196 0.265625
0.598937 0.144531
0.0242794 0.242188
0.798742 0.808594
0.403241 0.09375
0.624871 0.347656
0.659281 0.820312
0.0879181 0.761719
0.847123 0.421875
0.340636 0.0507812
0.28584 0.898438
0.679768 0.214844
0.846476 0.25
0.274216 0.253906
0.701495 0.476562
0.759797 0.167969
0.0856276 0.578125
0.366317 0.957031
0.117042 0.554688
0.462846 0.621094
0.88111 0.40625
0.522391 0.160156
0.741366 0.132812
0.0267965 0.574219
0.255274 0.734375
0.68858 0.863281
0.417635 0.210938
0.92204 0.0273438
0.212862 0.5625
0.782987 0.0664062
0.268398 0.789062
0.640658 0.980469
0.617486 0.890625
0.728581 0.769531
0.67054 0.867188
0.0525496 0.433594
0.463624 0.71875
0.890362 0.972656
0.377762 0.445312
0.339243 0.386719
0.147672 0.046875
0.976727 0.675781
0.73152 0.523438
0.75463 0.839844
0.841 0.875
0.185996 0.878906
0.784958 0.101562
0.918521 0.792969
0.806642 0.203125
0.279506 0.582031
0.832638 0.179688
0.184741 0.246094
0.542793 0.03125
0.761705 0.785156
0.456995 0.757812
0.329772 0.199219
0.809667 0.359375
0.317072 0.488281
0.325902 0.835938
0.448145 0.652344
0.746304 0.1875
0.668942 0.691406
0.801019 0.414062
0.412255 0.605469
0.520916 0.515625
0.614496 0.394531
0.0303936 0.492188
0.530809 0.0585938
0.908329 0.34375
0.884877 0.597656
0.828895 0.0703125
0.423375 0.0117188
0.242566 0.671875
0.864195 0.300781
0.914375 0.148438
0.498365 0.464844
0.75892 0.5
0.963615 0.503906
0.225006 0.726562
0.486364 0.417969
0.0907769 0.828125
0.427843 0.207031
0.243252 0.804688
0.0259788 0.871094
0.810485 0.65625
0.594892 0.410156
0.784592 0.382812
0.439751 0.824219
0.354785 0.984375
0.63315 0.113281
0.25495 0.460938
0.265412 0.277344
0.423516 0.8125
0.742747 0.316406
0.261229 0.0390625
0.343442 0.230469
0.220744 0.140625
0.88423 0.0195312
0.886169 0.117188
0.904139 0.683594
0.471206 0.96875
0.643145 0.222656
0.2646 0.695312
0.0729164 0.636719
0.508539 0.296875
0.663826 0.925781
0.0661609 0.773438
0.0263128 0.0898438
0.427455 0.125
0.702192 0.128906
0.483475 0.351562
0.0161407 0.0429688
0.117645 0.453125
0.221482 0.832031
0.619055 0.429688
0.0464634 0.496094
0.266234 0.28125
0.255568 0.0351562
0.173897 0.0078125
0.876979 0.449219
0.207208 0.609375
0.113854 0.738281
0.871461 0.0859375
0.554238 0.902344
0.904999 0.4375
0.224943 0.941406
0.548802 0.664062
0.984446 0.855469
0.745886 0.765625
0.791618 0.644531
0.648964 0.742188
0.382083 0.308594
0.050832 0.59375
0.93865 0.847656
0.432907 0.320312
0.308864 0.261719
0.958555 0.921875
0.112064 0.550781
0.463301 0.398438
0.587687 0.714844
0.215211 0.75
0.771532 0.753906
0.30543 0.976562
0.594038 0.667969
0.3699 0.078125
0.997229 0.457031
0.341423 0.0546875
0.32911 0.121094
0.351777 0.90625
0.802852 0.660156
0.643285 0.632812
0.62876 0.0742188
0.598934 0.234375
0.454537 0.363281
0.928308 0.710938
0.802919 0.527344
0.0412087 0.0625
0.391348 0.566406
0.298656 0.289062
0.701529 0.480469
0.793913 0.390625
0.830207 0.269531
0.207307 0.367188
0.514287 0.933594
0.398283 0.21875
0.422948 0.472656
0.497422 0.945312
0.709076 0.886719
0.61366 0.546875
0.475271 0.175781
0.424965 0.0234375
0.152887 0.339844
0.908422 0.375
0.999381 0.378906
0.928666 0.601562
0.222332 0.292969
0.9592 0.703125
0.969864 0.0820312
0.581677 0.679688
0.259539 0.746094
0.214513 0.53125
0.504822 0.285156
0.31056 0.257812
0.0526897 0.699219
0.238686 0.859375
0.673512 0.988281
0.155203 0.335938
0.68598 0.152344
0.469513 0.6875
0.312958 0.191406
0.76419 0.914062
0.506978 0.105469
0.808971 0.015625
0.647473 0.894531
0.560975 0.992188
0.573715 0.558594
0.246319 0.84375
0.878258 0.0976562
0.304446 0.570312
0.571263 0.511719
0.378748 0.171875
0.929756 0.800781
0.221302 0.648438
0.207838 0.964844
0.153616 0
0.592966 0.00390625
0.76587 0.226562
0.721637 0.917969
0.581068 0.328125
0.734249 0.707031
0.0149848 0.304688
0.637801 0.371094
0.244895 0.15625
0.585245 0.910156
0.521403 0.882812
0.924413 0.324219
0.627132 0.484375
0.392477 0.613281
0.309517 0.960938
0.399529 0.777344
0.0275525 0.3125
0.584125 0.816406
0.42327 0.539062
0.658624 0.730469
0.938593 0.640625
0.75982 0.519531
0.739973 0.617188
0.0218815 0.183594
0.379969 0.46875
0.0833381 0.722656
0.497753 0.195312
0.470514 0.136719
0.922226 0.796875
0.367594 0.425781
0.391831 0.273438
0.255367 0.589844
0.966675 0.625
0.298818 0.628906
0.0594328 0.851562
0.652695 0.542969
0.598664 0.953125
0.81821 0.332031
0.0694078 0.929688
0.122132 0.996094
0.805214 0.78125
0.833597 0.535156
0.0754762 0.507812
0.129915 0.949219
0.626002 0.109375
0.792722 0.238281
0.887241 0.585938
0.953649 0.402344
0.483005 0.9375
0.539021 0.441406
0.806871 0.164062
0.528884 0.355469
0.369422 0.265625
0.568356 0.144531
0.508663 0.242188
0.556128 0.808594
0.148522 0.09375
0.792643 0.347656
0.981022 0.820312
0.711355 0.761719
0.059594 0.421875
0.128225 0.0507812
0.973985 0.898438
0.523603 0.214844
0.808305 0.25
0.300869 0.253906
0.00892679 0.476562
0.757687 0.167969
0.755463 0.578125
0.786212 0.957031
0.210117 0.554688
0.504742 0.621094
0.649798 0.40625
0.578358 0.160156
0.0501839 0.132812
0.502348 0.574219
0.781123 0.734375
0.747118 0.863281
0.994114 0.210938
0.921815 0.0273438
0.0797604 0.5625
0.456375 0.0664062
0.0503795 0.789062
0.243351 0.980469
0.541846 0.890625
0.175451 0.769531
0.355053 0.867188
0.238924 0.433594
0.918933 0.71875
0.32876 0.972656
0.227926 0.445312
0.174338 0.386719
0.140926 0.046875
0.155833 0.675781
0.141816 0.523438
0.38142 0.839844
0.725912 0.875
0.356842 0.878906
0.871229 0.101562
0.421079 0.792969
0.0168368 0.203125
0.393805 0.582031
0.758758 0.179688
0.319631 0.246094
0.536615 0.03125
0.523591 0.785156
0.722091 0.757812
0.30338 0.199219
0.899348 0.359375
0.627889 0.488281
0.876903 0.835938
0.147349 0.652344
0.400501 0.1875
0.252502 0.691406
0.667547 0.414062
0.588898 0.605469
0.743533 0.515625
0.502077 0.394531
0.265243 0.492188
0.209202 0.0585938
0.970624 0.34375
0.288131 0.597656
0.939877 0.0703125
0.0571552 0.0117188
0.942254 0.671875
0.082503 0.300781
0.754854 0.148438
0.960896 0.464844
0.0618857 0.5
0.672907 0.503906
0.533309 0.726562
0.650001 0.417969
0.0405444 0.828125
0.292852 0.207031
0.747972 0.804688
0.282445 0.871094
0.530281 0.65625
0.948801 0.410156
0.0859962 0.382812
0.849079 0.824219
0.379403 0.984375
0.290157 0.113281
0.614839 0.460938
0.906901 0.277344
0.0456834 0.8125
0.162606 0.316406
0.0471071 0.0390625
0.691325 0.230469
0.581869 0.140625
0.205932 0.0195312
0.783024 0.117188
0.475726 0.683594
0.331695 0.96875
0.860049 0.222656
0.551428 0.695312
0.0102963 0.636719
0.560867 0.296875
0.737168 0.925781
0.317116 0.773438
0.486817 0.0898438
0.228289 0.125
0.0166348 0.128906
0.0576651 0.351562
0.0741535 0.0429688
0.776127 0.453125
0.787546 0.832031
0.311077 0.429688
0.0623477 0.496094
0.496475 0.28125
0.772078 0.0351562
0.47166 0.0078125
0.780337 0.449219
0.796626 0.609375
0.731282 0.738281
0.471211 0.0859375
0.0309604 0.902344
0.628936 0.4375
0.910364 0.941406
0.172039 0.664062
0.96253 0.855469
0.835313 0.765625
0.90034 0.644531
0.854636 0.742188
0.29248 0.308594
0.0565484 0.59375
0.25894 0.847656
0.0833332 0.320312
0.167225 0.261719
0.814509 0.921875
0.580329 0.550781
0.846287 0.398438
0.813203 0.714844
0.0479493 0.75
0.568217 0.753906
0.700427 0.976562
0.465248 0.667969
0.693211 0.078125
0.141201 0.457031
0.106901 0.0546875
0.885942 0.121094
0.287763 0.90625
0.976517 0.660156
0.758193 0.632812
0.477808 0.0742188
0.24163 0.234375
0.925968 0.363281
0.405114 0.710938
0.481407 0.527344
0.58885 0.0625
0.865799 0.566406
0.0614949 0.289062
0.817217 0.480469
0.183647 0.390625
0.173935 0.269531
0.958682 0.367188
0.616106 0.933594
0.444907 0.21875
0.769931 0.472656
0.843258 0.945312
0.569097 0.886719
0.644485 0.546875
0.564557 0.175781
0.153038 0.0234375
0.666871 0.339844
0.161964 0.375
0.00997727 0.378906
0.902106 0.601562
0.275976 0.292969
0.138715 0.703125
0.933826 0.0820312
0.279776 0.679688
0.473209 0.746094
0.120823 0.53125
0.89992 0.285156
0.686097 0.257812
0.121394 0.699219
0.912855 0.859375
0.337165 0.988281
0.243356 0.335938
0.886081 0.152344
0.317192 0.6875
0.691422 0.191406
0.435384 0.914062
0.659133 0.105469
0.317144 0.015625
0.911126 0.894531
0.0211967 0.992188
0.145355 0.558594
0.702251 0.84375
0.907687 0.0976562
0.474151 0.570312
0.483997 0.511719
0.022677 0.171875
0.920782 0.800781
0.030515 0.648438
0.0980277 0.964844
0.003605 0
0.354162 0.00390625
0.751002 0.226562
0.698518 0.917969
0.322965 0.328125
0.970481 0.707031
0.454683 0.304688
0.805482 0.371094
0.64508 0.15625
0.887785 0.910156
0.766964 0.882812
0.89425 0.324219
0.46304 0.484375
0.602737 0.613281
0.0125194 0.960938
0.530396 0.777344
0.103507 0.3125
0.976667 0.816406
0.101604 0.539062
0.636832 0.730469
0.924626 0.640625
0.413346 0.519531
0.615871 0.617188
0.442582 0.183594
0.541648 0.46875
0.18854 0.722656
0.850272 0.195312
0.120725 0.136719
0.86246 0.796875
0.37036 0.425781
0.853978 0.273438
0.637889 0.589844
0.838634 0.625
0.00900696 0.628906
0.419274 0.851562
0.742566 0.542969
0.434715 0.953125
0.240414 0.332031
0.267557 0.929688
0.225455 0.996094
0.202748 0.78125
0.809568 0.535156
0.290828 0.507812
0.831328 0.949219
0.599591 0.109375
0.897929 0.238281
0.931177 0.585938
0.305974 0.402344
0.396139 0.9375
0.360599 0.441406
0.565942 0.164062
0.668978 0.355469
0.0604483 0.265625
0.821077 0.144531
0.949437 0.242188
0.637268 0.808594
0.227004 0.09375
0.0158955 0.347656
0.320875 0.820312
0.237092 0.761719
0.433528 0.421875
0.262918 0.0507812
0.0905959 0.898438
0.663338 0.214844
0.372021 0.25
0.583093 0.253906
0.0716588 0.476562
0.832899 0.167969
0.385076 0.578125
0.426979 0.957031
0.930748 0.554688
0.369219 0.621094
0.780272 0.40625
0.938232 0.160156
0.931182 0.132812
0.812451 0.574219
0.438861 0.734375
0.473595 0.863281
0.562269 0.210938
0.116318 0.0273438
0.879654 0.5625
0.64291 0.0664062
0.364618 0.789062
0.239172 0.980469
0.390372 0.890625
0.336658 0.769531
0.132204 0.867188
0.211569 0.433594
0.557709 0.71875
0.178918 0.972656
0.801543 0.445312
0.142767 0.386719
0.780628 0.046875
0.139983 0.675781
0.2194 0.523438
0.46861 0.839844
0.421073 0.875
0.927977 0.878906
0.746851 0.101562
0.426472 0.792969
0.680345 0.203125
0.468337 0.582031
0.333637 0.179688
0.430332 0.246094
0.151187 0.03125
0.693076 0.785156
0.447639 0.757812
0.19991 0.199219
0.114336 0.359375
0.870227 0.488281
0.625633 0.835938
0.239513 0.652344
0.868669 0.1875
0.383186 0.691406
0.619495 0.414062
0.460318 0.605469
0.816353 0.515625
0.747878 0.394531
0.233754 0.492188
0.367905 0.0585938
0.294692 0.34375
0.464504 0.597656
0.213188 0.0703125
0.596641 0.0117188
0.646195 0.671875
0.224397 0.300781
0.561392 0.148438
0.54401 0.464844
0.154963 0.5
0.919105 0.503906
0.711536 0.726562
0.149045 0.417969
0.923748 0.828125
0.668936 0.207031
0.178408 0.804688
0.255916 0.871094
0.710371 0.65625
0.74584 0.410156
0.986261 0.382812
0.62061 0.824219
0.138726 0.984375
0.307751 0.113281
0.970689 0.460938
0.147956 0.277344
0.518088 0.8125
0.488472 0.316406
0.315941 0.0390625
0.908512 0.230469
0.980236 0.140625
0.752346 0.0195312
0.623793 0.117188
0.478572 0.683594
0.527885 0.96875
0.882527 0.222656
0.768702 0.695312
0.0987298 0.636719
0.396898 0.296875
0.335502 0.925781
0.519809 0.773438
0.561658 0.0898438
0.400672 0.125
0.475012 0.128906
0.787081 0.351562
0.951342 0.0429688
0.446084 0.453125
0.86177 0.832031
0.650977 0.429688
0.774791 0.496094
0.499716 0.28125
0.990104 0.0351562
0.477533 0.0078125
0.392723 0.449219
0.0199582 0.609375
0.751107 0.738281
0.209284 0.0859375
0.285125 0.902344
0.349742 0.4375
0.289099 0.941406
0.803348 0.664062
0.726465 0.855469
0.146351 0.765625
0.582641 0.644531
0.0981582 0.742188
0.117391 0.308594
0.485093 0.59375
0.00437345 0.847656
0.607263 0.320312
0.076605 0.261719
0.454091 0.921875
0.730119 0.550781
0.730546 0.398438
0.568274 0.714844
0.515333 0.75
0.314794 0.753906
0.148882 0.976562
0.784742 0.667969
0.565279 0.078125
0.121426 0.457031
0.127079 0.0546875
0.257634 0.121094
0.925192 0.90625
0.873952 0.660156
0.632004 0.632812
0.0968985 0.0742188
0.631087 0.234375
0.151621 0.363281
0.508691 0.710938
0.29937 0.527344
0.595439 0.0625
0.602805 0.566406
0.0183042 0.289062
0.496465 0.480469
0.96302 0.390625
0.432251 0.269531
0.289978 0.367188
0.173384 0.933594
0.282263 0.21875
0.914754 0.472656
0.2763 0.945312
0.466358 0.886719
0.728165 0.546875
0.369298 0.175781
0.622731 0.0234375
0.884983 0.339844
0.32498 0.375
0.95387 0.378906
0.0983676 0.601562
0.296498 0.292969
0.97484 0.703125
0.527908 0.0820312
0.413507 0.679688
0.909178 0.746094
0.665335 0.53125
0.59593 0.285156
0.0335765 0.257812
0.791982 0.699219
0.8341 0.859375
0.364142 0.988281
0.044765 0.335938
0.23474 0.152344
0.856419 0.6875
0.287134 0.191406
0.93043 0.914062
0.382855 0.105469
0.602967 0.015625
0.182285 0.894531
0.865998 0.992188
0.546485 0.558594
0.115173 0.84375
0.276796 0.0976562
0.561114 0.570312
0.188095 0.511719
0.55682 0.171875
0.110857 0.800781
0.88946 0.648438
0.21416 0.964844
0.629709 0
0.438017 0.00390625
0.307658 0.226562
0.0444873 0.917969
0.761227 0.328125
0.481241 0.707031
0.024511 0.304688
0.292431 0.371094
0.271121 0.15625
0.66428 0.910156
0.830455 0.882812
0.375282 0.324219
0.857633 0.484375
0.23997 0.613281
0.615253 0.960938
0.178843 0.777344
0.57921 0.3125
0.780118 0.816406
0.710862 0.539062
0.0440581 0.730469
0.782638 0.640625
0.928968 0.519531
0.00804887 0.617188
0.925279 0.183594
0.39251 0.46875
0.0104216 0.722656
0.162152 0.195312
0.0159599 0.136719
0.647224 0.796875
0.327693 0.425781
0.368686 0.273438
0.453304 0.589844
0.775239 0.625
0.315694 0.628906
0.0368802 0.851562
0.7315 0.542969
0.550114 0.953125
0.0668591 0.332031
0.993352 0.929688
0.0849352 0.996094
0.957263 0.78125
0.319455 0.535156
0.523754 0.507812
0.587357 0.949219
0.928595 0.109375
0.395564 0.238281
0.913264 0.585938
0.867732 0.402344
0.847903 0.9375
0.129231 0.441406
0.123399 0.164062
0.814121 0.355469
0.160423 0.265625
0.811923 0.144531
0.679686 0.242188
0.146775 0.808594
0.310373 0.09375
0.0840017 0.347656
0.719946 0.820312
0.342694 0.761719
0.522095 0.421875
0.451888 0.0507812
0.834267 0.898438
0.715942 0.214844
0.790883 0.25
0.348645 0.253906
0.824141 0.476562
0.95905 0.167969
0.281575 0.578125
0.971773 0.957031
0.719013 0.554688
0.667055 0.621094
0.0849037 0.40625
0.319915 0.160156
0.353752 0.132812
0.161339 0.574219
0.657696 0.734375
0.157032 0.863281
0.960893 0.210938
0.747827 0.0273438
0.992816 0.5625
0.00864161 0.0664062
0.638299 0.789062
0.653798 0.980469
0.613785 0.890625
0.643223 0.769531
0.177973 0.867188
0.638208 0.433594
0.368164 0.71875
0.919295 0.972656
0.687693 0.445312
0.338722 0.386719
0.969681 0.046875
0.944581 0.675781
0.197166 0.523438
0.0595624 0.839844
0.593926 0.875
0.460776 0.878906
0.148153 0.101562
0.000721868 0.792969
0.114162 0.203125
0.451519 0.582031
0.348062 0.179688
0.0422919 0.246094
0.835721 0.03125
0.59121 0.785156
0.783817 0.757812
0.616789 0.199219
0.678882 0.359375
0.180399 0.488281
0.202998 0.835938
0.994866 0.652344
0.51558 0.1875
0.224727 0.691406
0.76874 0.414062
0.371162 0.605469
0.895298 0.515625
0.837239 0.394531
0.470428 0.492188
0.440874 0.0585938
0.3259 0.34375
0.909666 0.597656
0.551509 0.0703125
0.00577413 0.0117188
0.997648 0.671875
0.19163 0.300781
0.616813 0.148438
0.420585 0.464844
0.760403 0.5
0.425327 0.503906
0.563522 0.726562
0.0950483 0.417969
0.957895 0.828125
0.847894 0.207031
0.19168 0.804688
0.58964 0.871094
0.577435 0.65625
0.238334 0.410156
0.581976 0.382812
0.19808 0.824219
0.0426746 0.984375
0.247656 0.113281
0.761145 0.460938
0.989888 0.277344
0.830623 0.8125
0.209884 0.316406
0.129927 0.0390625
0.611745 0.230469
0.167593 0.140625
0.141257 0.0195312
0.817124 0.117188
0.315996 0.683594
0.102922 0.96875
0.551588 0.222656
0.898326 0.695312
0.625034 0.636719
0.790873 0.296875
0.825057 0.925781
0.0226146 0.773438
0.256358 0.0898438
0.362293 0.125
0.790312 0.128906
0.808686 0.351562
0.757918 0.0429688
0.136161 0.453125
0.157461 0.832031
0.677834 0.429688
0.147961 0.496094
0.420726 0.28125
0.421369 0.0351562
0.000141216 0.0078125
0.457314 0.449219
0.86342 0.609375
0.738597 0.738281
0.34769 0.0859375
0.752246 0.902344
0.323058 0.4375
0.00461355 0.941406
0.720867 0.664062
0.118214 0.855469
0.917199 0.765625
0.66688 0.644531
0.177947 0.742188
0.432618 0.308594
0.118013 0.59375
0.68942 0.847656
0.83145 0.320312
0.0998209 0.261719
0.173147 0.921875
0.970268 0.550781
0.545631 0.398438
0.394188 0.714844
0.371108 0.75
0.542246 0.753906
0.386513 0.976562
0.614517 0.667969
0.676511 0.078125
0.150845 0.457031
0.338618 0.0546875
0.932403 0.121094
0.46755 0.90625
0.594406 0.660156
0.551004 0.632812
0.981771 0.0742188
0.72044 0.234375
0.278428 0.363281
0.340038 0.710938
0.829651 0.527344
0.222987 0.0625
0.227887 0.566406
0.928789 0.289062
0.759578 0.480469
0.747304 0.390625
0.722212 0.269531
0.905007 0.367188
0.137535 0.933594
0.570927 0.21875
0.373473 0.472656
0.233776 0.945312
0.692805 0.886719
0.0727791 0.546875
0.919057 0.175781
0.360398 0.0234375
0.5874 0.339844
0.127901 0.375
0.00815674 0.378906
0.117551 0.601562
0.250796 0.292969
0.730372 0.703125
0.542811 0.0820312
0.33274 0.679688
0.782837 0.746094
0.250875 0.53125
0.60775 0.285156
0.88257 0.257812
0.765884 0.699219
0.313098 0.859375
0.0611654 0.988281
0.515042 0.335938
0.145254 0.152344
0.796201 0.6875
0.535798 0.191406
0.756228 0.914062
0.829922 0.105469
0.549416 0.015625
0.944826 0.894531
0.220211 0.992188
0.307253 0.558594
0.165315 0.84375
0.831354 0.0976562
0.37866 0.570312
0.65775 0.511719
0.49211 0.171875
0.728392 0.800781
0.436916 0.648438
0.278431 0.964844
0.379669 0
0.495872 0.00390625
0.165942 0.226562
0.584478 0.917969
0.621661 0.328125
0.713114 0.707031
0.00317284 0.304688
0.244337 0.371094
0.865809 0.15625
0.173402 0.910156
0.250362 0.882812
0.727752 0.324219
0.869756 0.484375
0.34881 0.613281
0.943571 0.960938
0.301745 0.777344
0.351293 0.3125
0.0684866 0.816406
0.77076 0.539062
0.116673 0.730469
0.553928 0.640625
0.235509 0.519531
0.977985 0.617188
0.78198 0.183594
0.773064 0.46875
0.0525881 0.722656
0.388443 0.195312
0.265789 0.136719
0.480932 0.796875
0.244984 0.425781
0.702786 0.273438
0.0689508 0.589844
0.382166 0.625
0.172589 0.628906
0.0379857 0.851562
0.255586 0.542969
0.0243053 0.953125
0.478139 0.332031
0.969956 0.929688
0.979685 0.996094
0.292141 0.78125
0.193828 0.535156
0.0872726 0.507812
0.870181 0.949219
0.810655 0.109375
0.646304 0.238281
0.54522 0.585938
0.842501 0.402344
0.563174 0.9375
0.385358 0.441406
0.277401 0.164062
0.238406 0.355469
0.759594 0.265625
0.992786 0.144531
0.21316 0.242188
0.381642 0.808594
0.54004 0.09375
0.486529 0.347656
0.0406328 0.820312
0.72623 0.761719
0.613816 0.421875
0.0556297 0.0507812
0.115506 0.898438
0.39702 0.214844
0.569128 0.25
0.681727 0.253906
0.0533602 0.476562
0.536511 0.167969
0.768668 0.578125
0.41332 0.957031
0.258157 0.554688
0.0139066 0.621094
0.40829 0.40625
0.454002 0.160156
0.171075 0.132812
0.586257 0.574219
0.164688 0.734375
0.0522712 0.863281
0.80319 0.210938
0.96975 0.0273438
0.612996 0.5625
0.388567 0.0664062
0.213649 0.789062
0.752165 0.980469
0.241909 0.890625
0.148235 0.769531
0.974006 0.867188
0.00394465 0.433594
0.933239 0.71875
0.353545 0.972656
0.421748 0.445312
0.501899 0.386719
0.471338 0.046875
0.863346 0.675781
0.144926 0.523438
0.921272 0.839844
0.287892 0.875
0.998062 0.878906
0.789002 0.101562
0.261609 0.792969
0.776883 0.203125
0.226336 0.582031
0.960986 0.179688
0.310843 0.246094
0.196656 0.03125
0.176739 0.785156
0.889592 0.757812
0.609447 0.199219
0.24009 0.359375
0.285535 0.488281
0.13932 0.835938
0.219772 0.652344
0.64448 0.1875
0.734801 0.691406
0.267199 0.414062
0.530335 0.605469
0.840394 0.515625
0.502572 0.394531
0.94043 0.492188
0.30445 0.0585938
0.229341 0.34375
0.069485 0.597656
0.928809 0.0703125
0.519002 0.0117188
0.625222 0.671875
0.789276 0.300781
0.165853 0.148438
0.112133 0.464844
0.101437 0.5
0.0211377 0.503906
0.99564 0.726562
0.276324 0.417969
0.627095 0.828125
0.681095 0.207031
0.938073 0.804688
0.181745 0.871094
0.640377 0.65625
0.941302 0.410156
0.103518 0.382812
0.108236 0.824219
0.0490221 0.984375
0.887421 0.113281
0.449266 0.460938
0.595138 0.277344
0.0366555 0.8125
0.235324 0.316406
0.7163 0.0390625
0.907024 0.230469
0.72479 0.140625
0.862525 0.0195312
0.327327 0.117188
0.458697 0.683594
0.944676 0.96875
0.283435 0.222656
0.118492 0.695312
0.771532 0.636719
0.627383 0.296875
0.100385 0.925781
0.260821 0.773438
0.550069 0.0898438
0.156815 0.125
0.406965 0.128906
0.486985 0.351562
0.905851 0.0429688
0.246604 0.453125
0.572496 0.832031
0.0488902 0.429688
0.0259127 0.496094
0.8115 0.28125
0.465292 0.0351562
0.106898 0.0078125
0.425294 0.449219
0.986076 0.609375
0.0998367 0.738281
0.297852 0.0859375
0.653968 0.902344
0.992998 0.4375
0.744322 0.941406
0.492775 0.664062
0.0939964 0.855469
0.340156 0.765625
0.478485 0.644531
0.573084 0.742188
0.506345 0.308594
0.706586 0.59375
0.0287444 0.847656
0.903934 0.320312
0.820198 0.261719
0.502876 0.921875
0.86293 0.550781
0.933005 0.398438
0.430864 0.714844
0.119999 0.75
0.137996 0.753906
0.501578 0.976562
0.943322 0.667969
0.233916 0.078125
0.25197 0.457031
0.421343 0.0546875
0.903349 0.121094
0.650547 0.90625
0.749823 0.660156
0.185268 0.632812
0.961173 0.0742188
0.260674 0.234375
0.91914 0.363281
0.274567 0.710938
0.0562258 0.527344
0.94698 0.0625
0.0355166 0.566406
0.967695 0.289062
0.366122 0.480469
0.230875 0.390625
0.282941 0.269531
0.313246 0.367188
0.777354 0.933594
0.0662037 0.21875
0.487341 0.472656
0.599201 0.945312
0.685889 0.886719
0.246755 0.546875
0.0217136 0.175781
0.229305 0.0234375
0.777934 0.339844
0.177136 0.375
0.331382 0.378906
0.0372932 0.601562
0.657531 0.292969
0.309707 0.703125
0.203805 0.0820312
0.255509 0.679688
0.439458 0.746094
0.937495 0.53125
0.0879729 0.285156
0.27144 0.257812
0.702534 0.699219
0.583379 0.859375
0.825777 0.988281
0.00921587 0.335938
0.0670512 0.152344
0.284023 0.6875
0.167062 0.191406
0.959713 0.914062
0.516366 0.105469
0.243565 0.015625
0.429696 0.894531
0.139335 0.992188
0.900192 0.558594
0.752635 0.84375
0.867324 0.0976562
0.311404 0.570312
0.637665 0.511719
0.824833 0.171875
0.405123 0.800781
0.773578 0.648438
0.861668 0.964844
0.602203 0
0.785515 0.00390625
0.658497 0.226562
0.320181 0.917969
0.396678 0.328125
0.172253 0.707031
0.662535 0.304688
0.56177 0.371094
0.954162 0.15625
0.436519 0.910156
0.198957 0.882812
0.894908 0.324219
0.606109 0.484375
0.689715 0.613281
0.347739 0.960938
0.517112 0.777344
0.879862 0.3125
0.834729 0.816406
0.466052 0.539062
0.0803062 0.730469
0.608895 0.640625
0.633861 0.519531
0.642823 0.617188
0.892077 0.183594
0.868543 0.46875
0.893841 0.722656
0.18048 0.195312
0.37529 0.136719
0.178353 0.796875
0.155943 0.425781
0.210023 0.273438
0.325798 0.589844
0.391068 0.625
0.764846 0.628906
0.275863 0.851562
0.752672 0.542969
0.828337 0.953125
0.339417 0.332031
0.0386922 0.929688
0.568696 0.996094
0.337992 0.78125
0.650954 0.535156
0.0531939 0.507812
0.35999 0.949219
0.616263 0.109375
0.351646 0.238281
0.188174 0.585938
0.719996 0.402344
0.955306 0.9375
0.213364 0.441406
0.616143 0.164062
0.83018 0.355469
0.402313 0.265625
0.812633 0.144531
0.244272 0.242188
0.831248 0.808594
0.527143 0.09375
0.413241 0.347656
0.966622 0.820312
0.106282 0.761719
0.732565 0.421875
0.087956 0.0507812
0.556735 0.898438
0.520808 0.214844
0.461965 0.25
0.522988 0.253906
0.398845 0.476562
0.392413 0.167969
0.186664 0.578125
0.0539168 0.957031
0.474587 0.554688
0.0303169 0.621094
0.627257 0.40625
0.0837834 0.160156
0.120121 0.132812
0.957457 0.574219
0.984748 0.734375
0.379974 0.863281
0.476782 0.210938
0.846628 0.0273438
0.747419 0.5625
0.786629 0.0664062
0.347931 0.789062
0.0384663 0.980469
0.883671 0.890625
0.526856 0.769531
0.307611 0.867188
0.611267 0.433594
0.430599 0.71875
0.610518 0.972656
0.485368 0.445312
0.0175034 0.386719
0.909203 0.046875
0.46832 0.675781
